commit_date,commit_id,filedir,filename,category,line_count
2025-09-30 23:46:11 +0200,6c9c1b8,tests,test_time_utils.py,documentation,25
2025-09-30 23:46:11 +0200,6c9c1b8,tests,test_url_parser.py,executable,261
2025-09-30 23:46:11 +0200,6c9c1b8,tests,test_url_parser.py,documentation,65
2025-09-30 23:46:11 +0200,6c9c1b8,tests,test_xml_builder.py,executable,214
2025-09-30 23:46:11 +0200,6c9c1b8,tests,test_xml_builder.py,documentation,34
2025-09-30 23:43:42 +0200,ac49859,src,__init__.py,executable,0
2025-09-30 23:43:42 +0200,ac49859,src,__init__.py,documentation,1
2025-09-30 23:43:42 +0200,ac49859,src,cli.py,executable,120
2025-09-30 23:43:42 +0200,ac49859,src,cli.py,documentation,51
2025-09-30 23:43:42 +0200,ac49859,src,exceptions.py,executable,135
2025-09-30 23:43:42 +0200,ac49859,src,exceptions.py,documentation,49
2025-09-30 23:43:42 +0200,ac49859,src,file_parser.py,executable,139
2025-09-30 23:43:42 +0200,ac49859,src,file_parser.py,documentation,74
2025-09-30 23:43:42 +0200,ac49859,src,logging_config.py,executable,21
2025-09-30 23:43:42 +0200,ac49859,src,logging_config.py,documentation,23
2025-09-30 23:43:42 +0200,ac49859,src,models.py,executable,21
2025-09-30 23:43:42 +0200,ac49859,src,models.py,documentation,13
2025-09-30 23:43:42 +0200,ac49859,src,time_utils.py,executable,62
2025-09-30 23:43:42 +0200,ac49859,src,time_utils.py,documentation,42
2025-09-30 23:43:42 +0200,ac49859,src,url_parser.py,executable,181
2025-09-30 23:43:42 +0200,ac49859,src,url_parser.py,documentation,157
2025-09-30 23:43:42 +0200,ac49859,src,xml_builder.py,executable,52
2025-09-30 23:43:42 +0200,ac49859,src,xml_builder.py,documentation,14
2025-09-30 23:43:42 +0200,ac49859,tests,__init__.py,executable,0
2025-09-30 23:43:42 +0200,ac49859,tests,__init__.py,documentation,1
2025-09-30 23:43:42 +0200,ac49859,tests,test_cli.py,executable,88
2025-09-30 23:43:42 +0200,ac49859,tests,test_cli.py,documentation,27
2025-09-30 23:43:42 +0200,ac49859,tests,test_end_to_end.py,executable,199
2025-09-30 23:43:42 +0200,ac49859,tests,test_end_to_end.py,documentation,50
2025-09-30 23:43:42 +0200,ac49859,tests,test_exceptions.py,executable,166
2025-09-30 23:43:42 +0200,ac49859,tests,test_exceptions.py,documentation,32
2025-09-30 23:43:42 +0200,ac49859,tests,test_exceptions_url.py,executable,83
2025-09-30 23:43:42 +0200,ac49859,tests,test_exceptions_url.py,documentation,22
2025-09-30 23:43:42 +0200,ac49859,tests,test_file_parser.py,executable,283
2025-09-30 23:43:42 +0200,ac49859,tests,test_file_parser.py,documentation,36
2025-09-30 23:43:42 +0200,ac49859,tests,test_models.py,executable,56
2025-09-30 23:43:42 +0200,ac49859,tests,test_models.py,documentation,11
2025-09-30 23:43:42 +0200,ac49859,tests,test_time_utils.py,executable,103
2025-09-30 23:43:42 +0200,ac49859,tests,test_time_utils.py,documentation,25
2025-09-30 23:43:42 +0200,ac49859,tests,test_url_parser.py,executable,261
2025-09-30 23:43:42 +0200,ac49859,tests,test_url_parser.py,documentation,65
2025-09-30 23:43:42 +0200,ac49859,tests,test_xml_builder.py,executable,214
2025-09-30 23:43:42 +0200,ac49859,tests,test_xml_builder.py,documentation,34
2025-09-30 06:51:04 +0200,a109b6e,src,__init__.py,executable,0
2025-09-30 06:51:04 +0200,a109b6e,src,__init__.py,documentation,1
2025-09-30 06:51:04 +0200,a109b6e,src,cli.py,executable,120
2025-09-30 06:51:04 +0200,a109b6e,src,cli.py,documentation,51
2025-09-30 06:51:04 +0200,a109b6e,src,exceptions.py,executable,135
2025-09-30 06:51:04 +0200,a109b6e,src,exceptions.py,documentation,49
2025-09-30 06:51:04 +0200,a109b6e,src,file_parser.py,executable,139
2025-09-30 06:51:04 +0200,a109b6e,src,file_parser.py,documentation,74
2025-09-30 06:51:04 +0200,a109b6e,src,logging_config.py,executable,21
2025-09-30 06:51:04 +0200,a109b6e,src,logging_config.py,documentation,23
2025-09-30 06:51:04 +0200,a109b6e,src,models.py,executable,21
2025-09-30 06:51:04 +0200,a109b6e,src,models.py,documentation,13
2025-09-30 06:51:04 +0200,a109b6e,src,time_utils.py,executable,62
2025-09-30 06:51:04 +0200,a109b6e,src,time_utils.py,documentation,42
2025-09-30 06:51:04 +0200,a109b6e,src,url_parser.py,executable,178
2025-09-30 06:51:04 +0200,a109b6e,src,url_parser.py,documentation,157
2025-09-30 06:51:04 +0200,a109b6e,src,xml_builder.py,executable,52
2025-09-30 06:51:04 +0200,a109b6e,src,xml_builder.py,documentation,14
2025-09-30 06:51:04 +0200,a109b6e,tests,__init__.py,executable,0
2025-09-30 06:51:04 +0200,a109b6e,tests,__init__.py,documentation,1
2025-09-30 06:51:04 +0200,a109b6e,tests,test_cli.py,executable,88
2025-09-30 06:51:04 +0200,a109b6e,tests,test_cli.py,documentation,27
2025-09-30 06:51:04 +0200,a109b6e,tests,test_end_to_end.py,executable,199
2025-09-30 06:51:04 +0200,a109b6e,tests,test_end_to_end.py,documentation,50
2025-09-30 06:51:04 +0200,a109b6e,tests,test_exceptions.py,executable,166
2025-09-30 06:51:04 +0200,a109b6e,tests,test_exceptions.py,documentation,32
2025-09-30 06:51:04 +0200,a109b6e,tests,test_exceptions_url.py,executable,83
2025-09-30 06:51:04 +0200,a109b6e,tests,test_exceptions_url.py,documentation,22
2025-09-30 06:51:04 +0200,a109b6e,tests,test_file_parser.py,executable,283
2025-09-30 06:51:04 +0200,a109b6e,tests,test_file_parser.py,documentation,36
2025-09-30 06:51:04 +0200,a109b6e,tests,test_models.py,executable,56
2025-09-30 06:51:04 +0200,a109b6e,tests,test_models.py,documentation,11
2025-09-30 06:51:04 +0200,a109b6e,tests,test_time_utils.py,executable,103
2025-09-30 06:51:04 +0200,a109b6e,tests,test_time_utils.py,documentation,25
2025-09-30 06:51:04 +0200,a109b6e,tests,test_url_parser.py,executable,261
2025-09-30 06:51:04 +0200,a109b6e,tests,test_url_parser.py,documentation,65
2025-09-30 06:51:04 +0200,a109b6e,tests,test_xml_builder.py,executable,214
2025-09-30 06:51:04 +0200,a109b6e,tests,test_xml_builder.py,documentation,34
2025-09-30 06:45:45 +0200,2eb8964,src,__init__.py,executable,0
2025-09-30 06:45:45 +0200,2eb8964,src,__init__.py,documentation,1
2025-09-30 06:45:45 +0200,2eb8964,src,cli.py,executable,120
2025-09-30 06:45:45 +0200,2eb8964,src,cli.py,documentation,51
2025-09-30 06:45:45 +0200,2eb8964,src,exceptions.py,executable,135
2025-09-30 06:45:45 +0200,2eb8964,src,exceptions.py,documentation,49
2025-09-30 06:45:45 +0200,2eb8964,src,file_parser.py,executable,139
2025-09-30 06:45:45 +0200,2eb8964,src,file_parser.py,documentation,74
2025-09-30 06:45:45 +0200,2eb8964,src,logging_config.py,executable,21
2025-09-30 06:45:45 +0200,2eb8964,src,logging_config.py,documentation,23
2025-09-30 06:45:45 +0200,2eb8964,src,models.py,executable,21
2025-09-30 06:45:45 +0200,2eb8964,src,models.py,documentation,13
2025-09-30 06:45:45 +0200,2eb8964,src,time_utils.py,executable,62
2025-09-30 06:45:45 +0200,2eb8964,src,time_utils.py,documentation,42
2025-09-30 06:45:45 +0200,2eb8964,src,url_parser.py,executable,178
2025-09-30 06:45:45 +0200,2eb8964,src,url_parser.py,documentation,157
2025-09-30 06:45:45 +0200,2eb8964,src,xml_builder.py,executable,52
2025-09-30 06:45:45 +0200,2eb8964,src,xml_builder.py,documentation,14
2025-09-30 06:45:45 +0200,2eb8964,tests,__init__.py,executable,0
2025-09-30 06:45:45 +0200,2eb8964,tests,__init__.py,documentation,1
2025-09-30 06:45:45 +0200,2eb8964,tests,test_cli.py,executable,88
2025-09-30 06:45:45 +0200,2eb8964,tests,test_cli.py,documentation,27
2025-09-30 06:45:45 +0200,2eb8964,tests,test_end_to_end.py,executable,199
2025-09-30 06:45:45 +0200,2eb8964,tests,test_end_to_end.py,documentation,50
2025-09-30 06:45:45 +0200,2eb8964,tests,test_exceptions.py,executable,166
2025-09-30 06:45:45 +0200,2eb8964,tests,test_exceptions.py,documentation,32
2025-09-30 06:45:45 +0200,2eb8964,tests,test_exceptions_url.py,executable,83
2025-09-30 06:45:45 +0200,2eb8964,tests,test_exceptions_url.py,documentation,22
2025-09-30 06:45:45 +0200,2eb8964,tests,test_file_parser.py,executable,283
2025-09-30 06:45:45 +0200,2eb8964,tests,test_file_parser.py,documentation,36
2025-09-30 06:45:45 +0200,2eb8964,tests,test_models.py,executable,56
2025-09-30 06:45:45 +0200,2eb8964,tests,test_models.py,documentation,11
2025-09-30 06:45:45 +0200,2eb8964,tests,test_time_utils.py,executable,103
2025-09-30 06:45:45 +0200,2eb8964,tests,test_time_utils.py,documentation,25
2025-09-30 06:45:45 +0200,2eb8964,tests,test_url_parser.py,executable,261
2025-09-30 06:45:45 +0200,2eb8964,tests,test_url_parser.py,documentation,65
2025-09-30 06:45:45 +0200,2eb8964,tests,test_xml_builder.py,executable,214
2025-09-30 06:45:45 +0200,2eb8964,tests,test_xml_builder.py,documentation,34
2025-09-30 06:31:03 +0200,1637294,src,__init__.py,executable,0
2025-09-30 06:31:03 +0200,1637294,src,__init__.py,documentation,1
2025-09-30 06:31:03 +0200,1637294,src,cli.py,executable,120
2025-09-30 06:31:03 +0200,1637294,src,cli.py,documentation,51
2025-09-30 06:31:03 +0200,1637294,src,exceptions.py,executable,135
2025-09-30 06:31:03 +0200,1637294,src,exceptions.py,documentation,49
2025-09-30 06:31:03 +0200,1637294,src,file_parser.py,executable,139
2025-09-30 06:31:03 +0200,1637294,src,file_parser.py,documentation,74
2025-09-30 06:31:03 +0200,1637294,src,logging_config.py,executable,21
2025-09-30 06:31:03 +0200,1637294,src,logging_config.py,documentation,23
2025-09-30 06:31:03 +0200,1637294,src,models.py,executable,21
2025-09-30 06:31:03 +0200,1637294,src,models.py,documentation,13
2025-09-30 06:31:03 +0200,1637294,src,time_utils.py,executable,62
2025-09-30 06:31:03 +0200,1637294,src,time_utils.py,documentation,42
2025-09-30 06:31:03 +0200,1637294,src,url_parser.py,executable,178
2025-09-30 06:31:03 +0200,1637294,src,url_parser.py,documentation,157
